"id","type","url","locale","title","status","author","editor","reviewer","published_at","updated_at","last_fact_checked_at","next_review_at","word_count","hero_media","inline_media_count","source_count","claim_count","internal_links","external_links","search_indexed","canonical","quality_score","action","owner","notes"
"ruta-40-en-santa-cruz","kb_attraction","/baza-znaniy/ruta-40-en-santa-cruz","ru","Ruta 40 in Santa Cruz","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","67","/media/argentina-travel/ruta-40-en-santa-cruz/1650302749899-chalt_n__43_.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"ruta-40-sem-ozer","kb_route","/baza-znaniy/ruta-40-sem-ozer","ru","Дорога семи озёр и Рута 40","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-02","2026-07-02","2026-12-29","852","https://upload.wikimedia.org/wikipedia/commons/7/78/Lago_Espejo._Ruta_de_los_siete_lagos._Neuqu%C3%A9n.jpg","0","3","4","13","3","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"ruta-40-sem-ozer-ne-speshite","kb_author_tip","/baza-znaniy/ruta-40-sem-ozer-ne-speshite","ru","Дорога семи озёр за полтора часа — формально возможно, но это упущенная поездка","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-06-30","2026-06-30","2026-09-28","189","missing","0","1","0","3","0","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"ruta-azul","kb_attraction","/baza-znaniy/ruta-azul","ru","Ruta Azul","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-08-21","61","/media/argentina-travel/ruta-azul/1650295239279-cerro_chenque_y_puerto_comodoro_rivadavia_2.jpg","0","1","0","0","1","no","not_public","0","HUMAN_REVIEW","Fact checker + legal reviewer","not_publication_ready;non_russian_title;non_russian_summary"
"ruta-de-la-cultura-qom","kb_attraction","/baza-znaniy/ruta-de-la-cultura-qom","ru","Qom culture route","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","63","/media/argentina-travel/ruta-de-la-cultura-qom/1624387411127-camino_de_la_palma_artesanas_qom_fortin_lavalle__chaco_9.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"ruta-de-los-siete-lagos","kb_attraction","/baza-znaniy/ruta-de-los-siete-lagos","ru","Дорога семи озёр","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","68","/media/argentina-travel/ruta-de-los-siete-lagos/1628788845635-_villatraful_marinascentro_mavik2pro_9.jpg","0","1","0","0","1","no","not_public","80","EXPAND","Content editor","thin_content"
"ruta-del-adobe-en-catamarca","kb_attraction","/baza-znaniy/ruta-del-adobe-en-catamarca","ru","Adobe Route in Catamarca","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-08-21","62","/media/argentina-travel/ruta-del-adobe-en-catamarca/1623531265334-mq303694_hdr.jpg","0","1","0","0","1","no","not_public","0","HUMAN_REVIEW","Fact checker + legal reviewer","not_publication_ready;non_russian_title;non_russian_summary"
"ruta-del-artesano-en-tucuman","kb_attraction","/baza-znaniy/ruta-del-artesano-en-tucuman","ru","Artisan Route in Tucumán","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","67","/media/argentina-travel/ruta-del-artesano-en-tucuman/1656697264705-1.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"ruta-del-olivo-san-juan","kb_attraction","/baza-znaniy/ruta-del-olivo-san-juan","ru","Olive Route, San Juan","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","66","/media/argentina-travel/ruta-del-olivo-san-juan/1626983833720-sjischigualastodji_0063.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"ruta-del-vino-en-la-patagonia","kb_attraction","/baza-znaniy/ruta-del-vino-en-la-patagonia","ru","Ruta del Vino en la Патагония","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-08-21","69","/media/argentina-travel/ruta-del-vino-en-la-patagonia/1628810500244-general_roca___bodega_canale___enologia_9.jpg","0","1","0","0","1","no","not_public","5","HUMAN_REVIEW","Fact checker + legal reviewer","not_publication_ready;non_russian_summary"
"ruta-del-vino-en-san-juan","kb_attraction","/baza-znaniy/ruta-del-vino-en-san-juan","ru","Wine route in San Juan","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","65","/media/argentina-travel/ruta-del-vino-en-san-juan/1626730256871-san_juan_5_ok_bigger.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"ruta-del-vino-en-tucuman","kb_attraction","/baza-znaniy/ruta-del-vino-en-tucuman","ru","Wine Route in Tucumán","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","67","/media/argentina-travel/ruta-del-vino-en-tucuman/1656696391027-1.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"ruta-interlagos-san-juan","kb_attraction","/baza-znaniy/ruta-interlagos-san-juan","ru","Interlagos San Juan Route","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","63","/media/argentina-travel/ruta-interlagos-san-juan/1626984321932-r_o_los_patos__calingasta2.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"rutas-de-tierra-del-fuego","kb_attraction","/baza-znaniy/rutas-de-tierra-del-fuego","ru","Rutas de Огненная Земля","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","65","/media/argentina-travel/rutas-de-tierra-del-fuego/1637253856878-captura_de_pantalla_2021_07_02_a_la_s__14_23_51.jpg","0","1","0","0","1","no","not_public","45","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_summary"
"sabores-de-chaco","kb_attraction","/baza-znaniy/sabores-de-chaco","ru","Flavors from Chaco","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","50","/media/argentina-travel/sabores-de-chaco/1644336798000-sabores_del_chaco_empanadas__1_.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"sabores-riojanos","kb_attraction","/baza-znaniy/sabores-riojanos","ru","La Rioja Tastes","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","58","/media/argentina-travel/sabores-riojanos/1656690240453-sierralosquinteros_jpgbaja__3_.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"salinas-grandes","kb_attraction","/baza-znaniy/salinas-grandes","ru","Салинас-Грандес","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2027-01-03","381","/media/argentina-travel/salinas-grandes/1623701998891-salinas_grandes__jujuy___mirjam_letsch_jujuy__46____.jpg","0","1","4","3","3","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"salinas-grandes-jujuy","kb_attraction","/baza-znaniy/salinas-grandes-jujuy","ru","Салинас-Грандес (Жужуй)","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","78","/media/argentina-travel/salinas-grandes-jujuy/1623973152257-jujuy_puna_sur_salinas_canon_mk_iv__1_.jpg","0","1","0","0","1","no","not_public","50","EXPAND","Content editor","not_publication_ready;thin_content"
"salta","kb_city","/baza-znaniy/salta","ru","Сальта","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-02","2026-07-02","2026-12-29","364","https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Cathedral_of_Salta_02.jpg/1920px-Cathedral_of_Salta_02.jpg","0","3","5","5","3","yes","yes","100","HUMAN_REVIEW","Content architect","publication_gate_clean;exact_title_duplicate_review_required"
"salta-kalchakskie-doliny-marshrut","kb_author_tip","/baza-znaniy/salta-kalchakskie-doliny-marshrut","ru","Один день из Сальты через перевал в Качи и Кальчакские долины — связка, которую часто недооценивают по времени","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-06-30","2026-06-30","2026-09-28","202","missing","0","1","0","2","0","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"salta-y-san-lorenzo","kb_attraction","/baza-znaniy/salta-y-san-lorenzo","ru","Salta and San Lorenzo","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","67","/media/argentina-travel/salta-y-san-lorenzo/1624475781693-pano_cf_2013_002_salta_metan_sanlorenzo_5d2_7585.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"salto-encantado","kb_attraction","/baza-znaniy/salto-encantado","ru","Salto Encantado","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","60","/media/argentina-travel/salto-encantado/1638472776028-captura_de_pantalla_2021_07_02_a_la_s__15_27_42.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"saltos-del-mocona","kb_attraction","/baza-znaniy/saltos-del-mocona","ru","Сальтос-дель-Моконá","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-06","2026-07-06","2026-10-04","247","missing","0","0","4","3","0","no","not_public","65","DEEP_REWRITE","Media editor","mixed_script_word;missing_hero"
"samyj-yuzhnyj-gorod-mira","kb_faq","/baza-znaniy/samyj-yuzhnyj-gorod-mira","ru","Ушуайя — правда самый южный город в мире?","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-06-30","2026-06-30","2026-12-27","61","missing","0","0","0","0","0","no","not_public","80","EXPAND","Content editor","thin_content"
"san-antonio-de-areco","kb_city","/baza-znaniy/san-antonio-de-areco","ru","San Antonio de Areco","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","63","/media/argentina-travel/san-antonio-de-areco/1623531962320-san_ant_de_areco_asado.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"san-antonio-oeste","kb_attraction","/baza-znaniy/san-antonio-oeste","ru","Сан-Антонио-Оэсте","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","78","/media/argentina-travel/san-antonio-oeste/1629168532151-camino_de_la_costa___bahia_creek____naturaleza_2.jpg","0","1","0","0","1","no","not_public","50","EXPAND","Content editor","not_publication_ready;thin_content"
"san-huan","kb_city","/baza-znaniy/san-huan","ru","Сан-Хуан","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-02","2026-07-02","2026-12-29","645","https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Peatonal_Rivadavia%2C_ciudad_de_San_Juan%2C_prov._de_San_Juan%2C_Argentina.jpg/1920px-Peatonal_Rivadavia%2C_ciudad_de_San_Juan%2C_prov._de_San_Juan%2C_Argentina.jpg","0","5","5","3","5","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"san-ignacio-mini","kb_attraction","/baza-znaniy/san-ignacio-mini","ru","Сан-Игнасио-Мини","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-02","2026-07-02","2026-12-29","635","https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Ruins_of_San_Ignacio_Min%C3%AD.jpg/1600px-Ruins_of_San_Ignacio_Min%C3%AD.jpg","0","5","7","3","4","no","not_public","80","DEEP_REWRITE","Content editor","mixed_script_word"
"san-jose","kb_attraction","/baza-znaniy/san-jose","ru","Сан-Хосе","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","71","/media/argentina-travel/san-jose/1638477444362-5_san_jose_molino_aventura_horizontal__6__alta.jpg","0","1","0","0","1","no","not_public","50","EXPAND","Content editor","not_publication_ready;thin_content"
"san-luis","kb_city","/baza-znaniy/san-luis","ru","Сан-Луис","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-02","2026-07-02","2026-12-29","317","https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Ciudad_de_San_Luis%2C_provincia_de_San_Luis%2C_Argentina.jpg/1920px-Ciudad_de_San_Luis%2C_provincia_de_San_Luis%2C_Argentina.jpg","0","3","5","3","3","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"san-martin-de-los-andes","kb_city","/baza-znaniy/san-martin-de-los-andes","ru","Сан-Мартин-де-лос-Андес","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2027-01-03","384","/media/argentina-travel/san-martin-de-los-andes/1628781619905-fotodrone_ruta_7_lagos.jpg","0","1","5","4","4","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"san-miguel-de-tucuman","kb_city","/baza-znaniy/san-miguel-de-tucuman","ru","Сан-Мигель-де-Тукуман","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-02","2026-07-02","2026-12-29","444","https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/San_Miguel_de_Tucum%C3%A1n_Argentina_capital_de_provincia_foto_a%C3%A9rea_diurna_CONTEXTO_S.R.L_gonzaloluciani_2023.jpg/1920px-San_Miguel_de_Tucum%C3%A1n_Argentina_capital_de_provincia_foto_a%C3%A9rea_diurna_CONTEXTO_S.R.L_gonzaloluciani_2023.jpg","0","4","6","5","4","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"san-rafael","kb_city","/baza-znaniy/san-rafael","ru","San Rafael","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","68","/media/argentina-travel/san-rafael/1626727167570-2242_43.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"san-salvador-de-jujuy","kb_city","/baza-znaniy/san-salvador-de-jujuy","ru","Сан-Сальвадор-де-Жужуй","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2027-01-03","540","/media/argentina-travel/san-salvador-de-jujuy/1623973506105-jujuy_san_salvador_de_jujuy_plaza_belgrano_canon_5d_mkiv__13_.jpg","0","1","6","5","4","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"sandboard-en-abra-pampa","kb_attraction","/baza-znaniy/sandboard-en-abra-pampa","ru","Sandboarding in Abra Pampa","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","63","/media/argentina-travel/sandboard-en-abra-pampa/1625343063798-p_abra_pampa_activo_sandboard_ph_a_moreno_prado__12_.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"sandboard-en-las-dunas-de-saujil","kb_attraction","/baza-znaniy/sandboard-en-las-dunas-de-saujil","ru","Sandboarding on the Saujil dunes","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","68","/media/argentina-travel/sandboard-en-las-dunas-de-saujil/1626723878761-mq304780_hdr.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"santa-fe","kb_city","/baza-znaniy/santa-fe","ru","Санта-Фе","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-02","2026-07-02","2026-12-29","673","https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Puente_colgante_Santa_Fe_1_atardecer.jpg/1920px-Puente_colgante_Santa_Fe_1_atardecer.jpg","0","5","6","6","5","no","not_public","80","DEEP_REWRITE","Content editor","mixed_script_word"
"santa-maria","kb_attraction","/baza-znaniy/santa-maria","ru","Санта-Мария","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","73","/media/argentina-travel/santa-maria/1626722995212-090716__mg_1200.jpg","0","1","0","0","1","no","not_public","50","EXPAND","Content editor","not_publication_ready;thin_content"
"santa-rosa","kb_city","/baza-znaniy/santa-rosa","ru","Санта-Роса","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2027-01-03","487","/media/argentina-travel/santa-rosa/1628170501661-lapampa_destino6_turismocultural_7.jpg","0","1","5","4","4","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"santiago-del-estero","kb_city","/baza-znaniy/santiago-del-estero","ru","Сантьяго-дель-Эстеро","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-02","2026-07-02","2026-12-29","468","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Plaza_Libertad_y_Catedral_Bas%C3%ADlica_de_la_Ciudad_de_Santiago_del_estero.jpg/1920px-Plaza_Libertad_y_Catedral_Bas%C3%ADlica_de_la_Ciudad_de_Santiago_del_estero.jpg","0","4","5","2","4","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"sdacha-nedvizhimosti-v-arendu","kb_guide","/baza-znaniy/sdacha-nedvizhimosti-v-arendu","ru","Сдача недвижимости в аренду: регистрация и документы","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-17","2026-07-17","2026-08-31","152","missing","0","1","0","0","1","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"seclantas","kb_attraction","/baza-znaniy/seclantas","ru","Seclantás","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","61","/media/argentina-travel/seclantas/1656869071360-seclantas__.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"senderismo-con-llamas-en-jujuy","kb_attraction","/baza-znaniy/senderismo-con-llamas-en-jujuy","ru","Hiking with llamas in Jujuy","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","63","/media/argentina-travel/senderismo-con-llamas-en-jujuy/1625015702774-jujuy_purmamarca_caravana_de_llamas_canon_mk_iv.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"senderos-periurbanos-de-esquel","kb_attraction","/baza-znaniy/senderos-periurbanos-de-esquel","ru","Suburban footpaths of Esquel","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","66","/media/argentina-travel/senderos-periurbanos-de-esquel/1629424881402-esquel__presa_amutui_quimey_y_rio_futaleuf_.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"severnye-parki-zolotoj-chas","kb_author_tip","/baza-znaniy/severnye-parki-zolotoj-chas","ru","Пустынные парки NOA и Куйо: один и тот же приём — ловить рассвет и закат, избегать полдня","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-06-30","2026-06-30","2026-09-28","196","missing","0","1","0","4","0","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"shkola-dlya-detey","kb_guide","/baza-znaniy/shkola-dlya-detey","ru","Как устроить ребёнка в школу в Аргентине","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-17","2026-07-17","2026-08-31","168","missing","0","2","0","0","2","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"shtrafy-i-scoring","kb_guide","/baza-znaniy/shtrafy-i-scoring","ru","Штрафы, баллы и проверка нарушений за рулём в Аргентине","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-17","2026-07-17","2026-08-31","298","missing","0","4","0","0","3","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"sierra-de-la-ventana","kb_attraction","/baza-znaniy/sierra-de-la-ventana","ru","Сьерра-де-ла-Вентана","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-06","2026-07-06","2026-10-04","241","missing","0","0","4","3","0","no","not_public","85","LIGHT_EDIT","Media editor","missing_hero"
"sierra-de-las-quijadas","kb_national_park","/baza-znaniy/sierra-de-las-quijadas","ru","Национальный парк Сьерра-де-лас-Кихадас","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2027-01-03","75","/media/argentina-travel/sierra-de-las-quijadas/1628709303525-sanluis_sierradelasquijadas_4.jpg","0","1","0","0","1","no","not_public","80","EXPAND","Content editor","thin_content"
"sierras-cordobesas","kb_attraction","/baza-znaniy/sierras-cordobesas","ru","Сьерры Кордовы","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","78","/media/argentina-travel/sierras-cordobesas/1628772799353-cerro_champaqu__.jpg","0","1","0","0","1","no","not_public","50","EXPAND","Content editor","not_publication_ready;thin_content"
"sierras-de-la-provincia-de-buenos-aires","kb_attraction","/baza-znaniy/sierras-de-la-provincia-de-buenos-aires","ru","Сьерры провинции Буэнос-Айрес","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","82","/media/argentina-travel/sierras-de-la-provincia-de-buenos-aires/1623525982129-buenos_aires_tandil_cabalgata_sonya9_a_908222.jpg","0","1","0","0","1","no","not_public","50","EXPAND","Content editor","not_publication_ready;thin_content"
"sierras-de-sumampa","kb_attraction","/baza-znaniy/sierras-de-sumampa","ru","Сьерры Сумампа","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","76","/media/argentina-travel/sierras-de-sumampa/1624383604822-dsc_3416.jpg","0","1","0","0","1","no","not_public","50","EXPAND","Content editor","not_publication_ready;thin_content"
"sistema-zdravoohraneniya","kb_guide","/baza-znaniy/sistema-zdravoohraneniya","ru","Система здравоохранения Аргентины: público, obra social и prepaga","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-17","2026-07-17","2026-08-31","154","missing","0","3","0","0","3","no","not_public","70","HUMAN_REVIEW","Content editor","not_publication_ready"
"skam-s-falshivoj-policiej","kb_faq","/baza-znaniy/skam-s-falshivoj-policiej","ru","Что за мошенничество с «фальшивой полицией» в Аргентине?","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-06-30","2026-06-30","2026-08-14","101","missing","0","0","0","0","0","no","not_public","0","LEGAL_REVIEW","Fact checker + legal reviewer","missing_sensitive_source;thin_content"
"skolko-deneg-brat-na-poezdku","kb_faq","/baza-znaniy/skolko-deneg-brat-na-poezdku","ru","Сколько денег нужно брать на поездку в Аргентину?","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-06-30","2026-06-30","2026-08-14","115","missing","0","0","0","0","0","no","not_public","0","LEGAL_REVIEW","Fact checker + legal reviewer","missing_sensitive_source;thin_content"
"skolko-dnej-na-marshrut-2-nedeli","kb_faq","/baza-znaniy/skolko-dnej-na-marshrut-2-nedeli","ru","Реально ли увидеть главное в Аргентине за 2 недели?","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-06-30","2026-06-30","2026-09-28","90","missing","0","0","0","0","0","no","not_public","80","EXPAND","Content editor","thin_content"
"skolko-dnej-nuzhno-na-iguasu","kb_faq","/baza-znaniy/skolko-dnej-nuzhno-na-iguasu","ru","Сколько дней нужно на парк Игуасу?","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-06-30","2026-06-30","2026-12-27","74","missing","0","0","0","0","0","no","not_public","80","EXPAND","Content editor","thin_content"
"skolko-letet-iz-rossii","kb_faq","/baza-znaniy/skolko-letet-iz-rossii","ru","Сколько лететь из России в Аргентину и какие есть маршруты?","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-06-30","2026-06-30","2026-08-14","96","missing","0","0","0","0","0","no","not_public","0","LEGAL_REVIEW","Fact checker + legal reviewer","missing_sensitive_source;thin_content"
"skolko-nalichnyh-mozhno-vvezti","kb_faq","/baza-znaniy/skolko-nalichnyh-mozhno-vvezti","ru","Сколько наличных можно ввезти в Аргентину без декларации?","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-17","2026-07-17","2026-08-31","128","missing","0","1","0","0","1","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"skolko-stoit-oformit-vnzh","kb_faq","/baza-znaniy/skolko-stoit-oformit-vnzh","ru","Сколько стоит оформление резиденции или визы цифрового кочевника в Аргентине?","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-06-30","2026-06-30","2026-08-14","107","missing","0","0","0","0","0","no","not_public","0","LEGAL_REVIEW","Fact checker + legal reviewer","missing_sensitive_source;thin_content"
"skolko-stoit-zhizn-v-buenos-ajrese","kb_faq","/baza-znaniy/skolko-stoit-zhizn-v-buenos-ajrese","ru","Сколько денег нужно на жизнь в Буэнос-Айресе в месяц?","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-06-30","2026-06-30","2026-08-14","120","missing","0","0","0","0","0","no","not_public","0","LEGAL_REVIEW","Fact checker + legal reviewer","missing_sensitive_source"
"sladkoe-dulce-de-leche","kb_guide","/baza-znaniy/sladkoe-dulce-de-leche","ru","Сладкое: дульсе-де-лече, альфахорес и фактурас","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-04","2026-07-04","2026-12-31","406","https://upload.wikimedia.org/wikipedia/commons/b/bc/R%C3%BAstico_Chocolate_artisan_dark_chocolate_alfajor_with_dulce_de_leche.jpg","0","2","5","4","2","no","not_public","80","DEEP_REWRITE","Content editor","mixed_script_word"
"soobshestvo-i-adaptaciya","kb_guide","/baza-znaniy/soobshestvo-i-adaptaciya","ru","Где найти своих и как устроить адаптацию в Аргентине","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-17","2026-07-17","2026-08-31","304","missing","0","1","0","4","0","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"status-expediente-migraciones","kb_guide","/baza-znaniy/status-expediente-migraciones","ru","Как проверить статус дела в Migraciones","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-17","2026-07-17","2026-08-31","173","missing","0","2","0","0","2","no","not_public","30","HUMAN_REVIEW","Fact checker + legal reviewer","not_publication_ready"
"stoimost-zhizni-ba","kb_guide","/baza-znaniy/stoimost-zhizni-ba","ru","Как рассчитать стоимость жизни в Буэнос-Айресе","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-17","2026-07-17","2026-08-31","356","missing","0","3","0","4","0","no","not_public","30","HUMAN_REVIEW","Fact checker + legal reviewer","not_publication_ready"
"stoimost-zhizni-semya-i-para","kb_guide","/baza-znaniy/stoimost-zhizni-semya-i-para","ru","Стоимость жизни для пары и семьи: как собрать свой сценарий","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-17","2026-07-17","2026-08-31","357","missing","0","2","0","4","0","no","not_public","30","HUMAN_REVIEW","Fact checker + legal reviewer","not_publication_ready"
"stoit-li-ehat-na-poezde-v-oblaka","kb_faq","/baza-znaniy/stoit-li-ehat-na-poezde-v-oblaka","ru","Стоит ли ехать на «Поезде в облака»?","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-01","2026-07-01","2026-09-29","218","missing","0","2","0","1","2","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"stoit-li-ehat-v-argentinu","kb_guide","/baza-znaniy/stoit-li-ehat-v-argentinu","ru","Стоит ли ехать в Аргентину: далеко, дорого, опасно?","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-17","2026-07-17","2026-08-31","424","missing","0","4","0","5","0","no","not_public","30","HUMAN_REVIEW","Fact checker + legal reviewer","not_publication_ready"
