duplicate_group,left_id,left_url,left_source,right_id,right_url,right_source,detection_method,similarity,classification,risk,recommended_action,evidence
аргентина стоповер в буэнос аиресе практическии гид,blog:itinerary-стоповер,/blog/itinerary-стоповер,src/data/blog-content-plan.ts,blog:transport-стоповер,/blog/transport-стоповер,src/data/blog-content-plan.ts,title_dice_bigrams,0.902,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Аргентина: Стоповер в Буэнос-Айресе — практический гид» / «Транспорт в Аргентине: Стоповер в Буэнос-Айресе — практический гид».
деньги в аргентине сколько стоит поездка и как сэкономить,blog:money-бюджет,/blog/money-бюджет,src/data/blog.ts,blog:safety-бюджет,/blog/safety-бюджет,src/data/blog-content-plan.ts,title_dice_bigrams,0.880,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Деньги в Аргентине: сколько стоит поездка и как сэкономить» / «Безопасность в Аргентине: сколько стоит поездка и как сэкономить».
деньги в аргентине сколько стоит поездка и как сэкономить,blog:money-бюджет,/blog/money-бюджет,src/data/blog.ts,blog:transport-бюджет,/blog/transport-бюджет,src/data/blog-content-plan.ts,title_dice_bigrams,0.889,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Деньги в Аргентине: сколько стоит поездка и как сэкономить» / «Транспорт в Аргентине: сколько стоит поездка и как сэкономить».
деньги в аргентине сколько стоит поездка и как сэкономить,blog:money-бюджет,/blog/money-бюджет,src/data/blog.ts,blog:trekking-бюджет,/blog/trekking-бюджет,src/data/blog-content-plan.ts,title_dice_bigrams,0.889,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Деньги в Аргентине: сколько стоит поездка и как сэкономить» / «Треккинг в Аргентине: сколько стоит поездка и как сэкономить».
деньги в аргентине полныи гид для новичков с чего начать,blog:money-советы-новичкам,/blog/money-советы-новичкам,src/data/blog.ts,blog:transport-советы-новичкам,/blog/transport-советы-новичкам,src/data/blog-content-plan.ts,title_dice_bigrams,0.893,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Деньги в Аргентине: полный гид для новичков — с чего начать» / «Транспорт в Аргентине: полный гид для новичков — с чего начать».
деньги в аргентине полныи гид для новичков с чего начать,blog:money-советы-новичкам,/blog/money-советы-новичкам,src/data/blog.ts,blog:trekking-советы-новичкам,/blog/trekking-советы-новичкам,src/data/blog-content-plan.ts,title_dice_bigrams,0.902,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Деньги в Аргентине: полный гид для новичков — с чего начать» / «Треккинг в Аргентине: полный гид для новичков — с чего начать».
деньги в аргентине медицинская страховка практическии гид,blog:money-страховка,/blog/money-страховка,src/data/blog-content-plan.ts,blog:transport-страховка,/blog/transport-страховка,src/data/blog-content-plan.ts,title_dice_bigrams,0.909,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Деньги в Аргентине: Медицинская страховка — практический гид» / «Транспорт в Аргентине: Медицинская страховка — практический гид».
национальные парки веснои погода одежда и что успеть,blog:national-park-весной,/blog/national-park-весной,src/data/blog-content-plan.ts,blog:national-park-зимой,/blog/national-park-зимой,src/data/blog-content-plan.ts,title_dice_bigrams,0.897,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Национальные парки весной: погода, одежда и что успеть» / «Национальные парки зимой: погода, одежда и что успеть»."
национальные парки веснои погода одежда и что успеть,blog:national-park-весной,/blog/national-park-весной,src/data/blog-content-plan.ts,blog:national-park-летом,/blog/national-park-летом,src/data/blog-content-plan.ts,title_dice_bigrams,0.884,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Национальные парки весной: погода, одежда и что успеть» / «Национальные парки летом: погода, одежда и что успеть»."
национальные парки за 3 дня готовыи маршрут по дням,blog:national-park-за-3-дня,/blog/national-park-за-3-дня,src/data/blog-content-plan.ts,blog:national-park-за-7-дней,/blog/national-park-за-7-дней,src/data/blog-content-plan.ts,title_dice_bigrams,0.920,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Национальные парки за 3 дня: готовый маршрут по дням» / «Национальные парки за 7 дней: готовый маршрут по дням».
национальные парки зимои погода одежда и что успеть,blog:national-park-зимой,/blog/national-park-зимой,src/data/blog-content-plan.ts,blog:national-park-летом,/blog/national-park-летом,src/data/blog-content-plan.ts,title_dice_bigrams,0.894,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Национальные парки зимой: погода, одежда и что успеть» / «Национальные парки летом: погода, одежда и что успеть»."
национальные парки летом погода одежда и что успеть,blog:national-park-летом,/blog/national-park-летом,src/data/blog-content-plan.ts,blog:national-park-осенью,/blog/national-park-осенью,src/data/blog-content-plan.ts,title_dice_bigrams,0.884,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Национальные парки летом: погода, одежда и что успеть» / «Национальные парки осенью: погода, одежда и что успеть»."
северо запад аргентины веснои погода одежда и что успеть,blog:northwest-весной,/blog/northwest-весной,src/data/blog-content-plan.ts,blog:northwest-зимой,/blog/northwest-зимой,src/data/blog-content-plan.ts,title_dice_bigrams,0.928,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Северо-запад Аргентины весной: погода, одежда и что успеть» / «Северо-запад Аргентины зимой: погода, одежда и что успеть»."
северо запад аргентины веснои погода одежда и что успеть,blog:northwest-весной,/blog/northwest-весной,src/data/blog-content-plan.ts,blog:northwest-летом,/blog/northwest-летом,src/data/blog-content-plan.ts,title_dice_bigrams,0.907,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Северо-запад Аргентины весной: погода, одежда и что успеть» / «Северо-запад Аргентины летом: погода, одежда и что успеть»."
северо запад аргентины веснои погода одежда и что успеть,blog:northwest-весной,/blog/northwest-весной,src/data/blog-content-plan.ts,blog:northwest-осенью,/blog/northwest-осенью,src/data/blog-content-plan.ts,title_dice_bigrams,0.907,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Северо-запад Аргентины весной: погода, одежда и что успеть» / «Северо-запад Аргентины осенью: погода, одежда и что успеть»."
северо запад аргентины за 10 днеи готовыи маршрут по дням,blog:northwest-за-10-дней,/blog/northwest-за-10-дней,src/data/blog-content-plan.ts,blog:northwest-за-5-дней,/blog/northwest-за-5-дней,src/data/blog.ts,title_dice_bigrams,0.948,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Северо-запад Аргентины за 10 дней: готовый маршрут по дням» / «Северо-запад Аргентины за 5 дней: готовый маршрут по дням».
северо запад аргентины за 10 днеи готовыи маршрут по дням,blog:northwest-за-10-дней,/blog/northwest-за-10-дней,src/data/blog-content-plan.ts,blog:northwest-за-7-дней,/blog/northwest-за-7-дней,src/data/blog-content-plan.ts,title_dice_bigrams,0.948,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Северо-запад Аргентины за 10 дней: готовый маршрут по дням» / «Северо-запад Аргентины за 7 дней: готовый маршрут по дням».
северо запад аргентины за 5 днеи готовыи маршрут по дням,blog:northwest-за-5-дней,/blog/northwest-за-5-дней,src/data/blog.ts,blog:northwest-за-7-дней,/blog/northwest-за-7-дней,src/data/blog-content-plan.ts,title_dice_bigrams,0.958,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Северо-запад Аргентины за 5 дней: готовый маршрут по дням» / «Северо-запад Аргентины за 7 дней: готовый маршрут по дням».
северо запад аргентины зимои погода одежда и что успеть,blog:northwest-зимой,/blog/northwest-зимой,src/data/blog-content-plan.ts,blog:northwest-летом,/blog/northwest-летом,src/data/blog-content-plan.ts,title_dice_bigrams,0.917,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Северо-запад Аргентины зимой: погода, одежда и что успеть» / «Северо-запад Аргентины летом: погода, одежда и что успеть»."
северо запад аргентины зимои погода одежда и что успеть,blog:northwest-зимой,/blog/northwest-зимой,src/data/blog-content-plan.ts,blog:northwest-осенью,/blog/northwest-осенью,src/data/blog-content-plan.ts,title_dice_bigrams,0.917,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Северо-запад Аргентины зимой: погода, одежда и что успеть» / «Северо-запад Аргентины осенью: погода, одежда и что успеть»."
северо запад аргентины летом погода одежда и что успеть,blog:northwest-летом,/blog/northwest-летом,src/data/blog-content-plan.ts,blog:northwest-осенью,/blog/northwest-осенью,src/data/blog-content-plan.ts,title_dice_bigrams,0.917,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Северо-запад Аргентины летом: погода, одежда и что успеть» / «Северо-запад Аргентины осенью: погода, одежда и что успеть»."
патагония за 10 днеи готовыи маршрут по дням,blog:patagonia-за-10-дней,/blog/patagonia-за-10-дней,src/data/blog.ts,blog:patagonia-за-14-дней,/blog/patagonia-за-14-дней,src/data/blog.ts,title_dice_bigrams,0.949,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Патагония за 10 дней: готовый маршрут по дням» / «Патагония за 14 дней: готовый маршрут по дням».
патагония за 10 днеи готовыи маршрут по дням,blog:patagonia-за-10-дней,/blog/patagonia-за-10-дней,src/data/blog.ts,blog:patagonia-за-3-дня,/blog/patagonia-за-3-дня,src/data/blog.ts,title_dice_bigrams,0.907,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Патагония за 10 дней: готовый маршрут по дням» / «Патагония за 3 дня: готовый маршрут по дням».
патагония за 10 днеи готовыи маршрут по дням,blog:patagonia-за-10-дней,/blog/patagonia-за-10-дней,src/data/blog.ts,blog:patagonia-за-5-дней,/blog/patagonia-за-5-дней,src/data/blog.ts,title_dice_bigrams,0.935,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Патагония за 10 дней: готовый маршрут по дням» / «Патагония за 5 дней: готовый маршрут по дням».
патагония за 10 днеи готовыи маршрут по дням,blog:patagonia-за-10-дней,/blog/patagonia-за-10-дней,src/data/blog.ts,blog:patagonia-за-7-дней,/blog/patagonia-за-7-дней,src/data/blog.ts,title_dice_bigrams,0.935,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Патагония за 10 дней: готовый маршрут по дням» / «Патагония за 7 дней: готовый маршрут по дням».
патагония за 14 днеи готовыи маршрут по дням,blog:patagonia-за-14-дней,/blog/patagonia-за-14-дней,src/data/blog.ts,blog:patagonia-за-3-дня,/blog/patagonia-за-3-дня,src/data/blog.ts,title_dice_bigrams,0.907,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Патагония за 14 дней: готовый маршрут по дням» / «Патагония за 3 дня: готовый маршрут по дням».
патагония за 14 днеи готовыи маршрут по дням,blog:patagonia-за-14-дней,/blog/patagonia-за-14-дней,src/data/blog.ts,blog:patagonia-за-5-дней,/blog/patagonia-за-5-дней,src/data/blog.ts,title_dice_bigrams,0.935,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Патагония за 14 дней: готовый маршрут по дням» / «Патагония за 5 дней: готовый маршрут по дням».
патагония за 14 днеи готовыи маршрут по дням,blog:patagonia-за-14-дней,/blog/patagonia-за-14-дней,src/data/blog.ts,blog:patagonia-за-7-дней,/blog/patagonia-за-7-дней,src/data/blog.ts,title_dice_bigrams,0.935,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Патагония за 14 дней: готовый маршрут по дням» / «Патагония за 7 дней: готовый маршрут по дням».
патагония за 3 дня готовыи маршрут по дням,blog:patagonia-за-3-дня,/blog/patagonia-за-3-дня,src/data/blog.ts,blog:patagonia-за-5-дней,/blog/patagonia-за-5-дней,src/data/blog.ts,title_dice_bigrams,0.919,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Патагония за 3 дня: готовый маршрут по дням» / «Патагония за 5 дней: готовый маршрут по дням».
патагония за 3 дня готовыи маршрут по дням,blog:patagonia-за-3-дня,/blog/patagonia-за-3-дня,src/data/blog.ts,blog:patagonia-за-7-дней,/blog/patagonia-за-7-дней,src/data/blog.ts,title_dice_bigrams,0.919,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Патагония за 3 дня: готовый маршрут по дням» / «Патагония за 7 дней: готовый маршрут по дням».
патагония за 5 днеи готовыи маршрут по дням,blog:patagonia-за-5-дней,/blog/patagonia-за-5-дней,src/data/blog.ts,blog:patagonia-за-7-дней,/blog/patagonia-за-7-дней,src/data/blog.ts,title_dice_bigrams,0.947,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Патагония за 5 дней: готовый маршрут по дням» / «Патагония за 7 дней: готовый маршрут по дням».
безопасность в аргентине с ребенком маршрут жилье и безопасность,blog:safety-с-ребёнком,/blog/safety-с-ребёнком,src/data/blog-content-plan.ts,blog:transport-с-ребёнком,/blog/transport-с-ребёнком,src/data/blog-content-plan.ts,title_dice_bigrams,0.913,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Безопасность в Аргентине с ребёнком: маршрут, жильё и безопасность» / «Транспорт в Аргентине с ребёнком: маршрут, жильё и безопасность»."
безопасность в аргентине с ребенком маршрут жилье и безопасность,blog:safety-с-ребёнком,/blog/safety-с-ребёнком,src/data/blog-content-plan.ts,blog:trekking-с-ребёнком,/blog/trekking-с-ребёнком,src/data/blog-content-plan.ts,title_dice_bigrams,0.931,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Безопасность в Аргентине с ребёнком: маршрут, жильё и безопасность» / «Треккинг в Аргентине с ребёнком: маршрут, жильё и безопасность»."
транспорт в аргентине сколько стоит поездка и как сэкономить,blog:transport-бюджет,/blog/transport-бюджет,src/data/blog-content-plan.ts,blog:trekking-бюджет,/blog/trekking-бюджет,src/data/blog-content-plan.ts,title_dice_bigrams,0.882,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Транспорт в Аргентине: сколько стоит поездка и как сэкономить» / «Треккинг в Аргентине: сколько стоит поездка и как сэкономить».
транспорт в аргентине с ребенком маршрут жилье и безопасность,blog:transport-с-ребёнком,/blog/transport-с-ребёнком,src/data/blog-content-plan.ts,blog:trekking-с-ребёнком,/blog/trekking-с-ребёнком,src/data/blog-content-plan.ts,title_dice_bigrams,0.889,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Транспорт в Аргентине с ребёнком: маршрут, жильё и безопасность» / «Треккинг в Аргентине с ребёнком: маршрут, жильё и безопасность»."
треккинг в аргентине веснои погода одежда и что успеть,blog:trekking-весной,/blog/trekking-весной,src/data/blog-content-plan.ts,blog:trekking-зимой,/blog/trekking-зимой,src/data/blog-content-plan.ts,title_dice_bigrams,0.915,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Треккинг в Аргентине весной: погода, одежда и что успеть» / «Треккинг в Аргентине зимой: погода, одежда и что успеть»."
треккинг в аргентине веснои погода одежда и что успеть,blog:trekking-весной,/blog/trekking-весной,src/data/blog-content-plan.ts,blog:trekking-летом,/blog/trekking-летом,src/data/blog-content-plan.ts,title_dice_bigrams,0.903,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Треккинг в Аргентине весной: погода, одежда и что успеть» / «Треккинг в Аргентине летом: погода, одежда и что успеть»."
треккинг в аргентине веснои погода одежда и что успеть,blog:trekking-весной,/blog/trekking-весной,src/data/blog-content-plan.ts,blog:trekking-осенью,/blog/trekking-осенью,src/data/blog-content-plan.ts,title_dice_bigrams,0.894,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Треккинг в Аргентине весной: погода, одежда и что успеть» / «Треккинг в Аргентине осенью: погода, одежда и что успеть»."
треккинг в аргентине зимои погода одежда и что успеть,blog:trekking-зимой,/blog/trekking-зимой,src/data/blog-content-plan.ts,blog:trekking-летом,/blog/trekking-летом,src/data/blog-content-plan.ts,title_dice_bigrams,0.903,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Треккинг в Аргентине зимой: погода, одежда и что успеть» / «Треккинг в Аргентине летом: погода, одежда и что успеть»."
треккинг в аргентине зимои погода одежда и что успеть,blog:trekking-зимой,/blog/trekking-зимой,src/data/blog-content-plan.ts,blog:trekking-осенью,/blog/trekking-осенью,src/data/blog-content-plan.ts,title_dice_bigrams,0.894,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Треккинг в Аргентине зимой: погода, одежда и что успеть» / «Треккинг в Аргентине осенью: погода, одежда и что успеть»."
треккинг в аргентине летом погода одежда и что успеть,blog:trekking-летом,/blog/trekking-летом,src/data/blog-content-plan.ts,blog:trekking-осенью,/blog/trekking-осенью,src/data/blog-content-plan.ts,title_dice_bigrams,0.903,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Треккинг в Аргентине летом: погода, одежда и что успеть» / «Треккинг в Аргентине осенью: погода, одежда и что успеть»."
дикая природа аргентины веснои погода одежда и что успеть,blog:wildlife-весной,/blog/wildlife-весной,src/data/blog-content-plan.ts,blog:wildlife-зимой,/blog/wildlife-зимой,src/data/blog-content-plan.ts,title_dice_bigrams,0.905,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Дикая природа Аргентины весной: погода, одежда и что успеть» / «Дикая природа Аргентины зимой: погода, одежда и что успеть»."
дикая природа аргентины веснои погода одежда и что успеть,blog:wildlife-весной,/blog/wildlife-весной,src/data/blog-content-plan.ts,blog:wildlife-летом,/blog/wildlife-летом,src/data/blog-content-plan.ts,title_dice_bigrams,0.894,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Дикая природа Аргентины весной: погода, одежда и что успеть» / «Дикая природа Аргентины летом: погода, одежда и что успеть»."
дикая природа аргентины веснои погода одежда и что успеть,blog:wildlife-весной,/blog/wildlife-весной,src/data/blog-content-plan.ts,blog:wildlife-осенью,/blog/wildlife-осенью,src/data/blog-content-plan.ts,title_dice_bigrams,0.884,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Дикая природа Аргентины весной: погода, одежда и что успеть» / «Дикая природа Аргентины осенью: погода, одежда и что успеть»."
дикая природа аргентины за 3 дня готовыи маршрут по дням,blog:wildlife-за-3-дня,/blog/wildlife-за-3-дня,src/data/blog-content-plan.ts,blog:wildlife-за-5-дней,/blog/wildlife-за-5-дней,src/data/blog-content-plan.ts,title_dice_bigrams,0.939,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Дикая природа Аргентины за 3 дня: готовый маршрут по дням» / «Дикая природа Аргентины за 5 дней: готовый маршрут по дням».
дикая природа аргентины зимои погода одежда и что успеть,blog:wildlife-зимой,/blog/wildlife-зимой,src/data/blog-content-plan.ts,blog:wildlife-летом,/blog/wildlife-летом,src/data/blog-content-plan.ts,title_dice_bigrams,0.903,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Дикая природа Аргентины зимой: погода, одежда и что успеть» / «Дикая природа Аргентины летом: погода, одежда и что успеть»."
дикая природа аргентины зимои погода одежда и что успеть,blog:wildlife-зимой,/blog/wildlife-зимой,src/data/blog-content-plan.ts,blog:wildlife-осенью,/blog/wildlife-осенью,src/data/blog-content-plan.ts,title_dice_bigrams,0.894,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Дикая природа Аргентины зимой: погода, одежда и что успеть» / «Дикая природа Аргентины осенью: погода, одежда и что успеть»."
дикая природа аргентины летом погода одежда и что успеть,blog:wildlife-летом,/blog/wildlife-летом,src/data/blog-content-plan.ts,blog:wildlife-осенью,/blog/wildlife-осенью,src/data/blog-content-plan.ts,title_dice_bigrams,0.903,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Дикая природа Аргентины летом: погода, одежда и что успеть» / «Дикая природа Аргентины осенью: погода, одежда и что успеть»."
винодельни мендосы веснои погода одежда и что успеть,blog:wine-весной,/blog/wine-весной,src/data/blog-content-plan.ts,blog:wine-зимой,/blog/wine-зимой,src/data/blog-content-plan.ts,title_dice_bigrams,0.907,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Винодельни Мендосы весной: погода, одежда и что успеть» / «Винодельни Мендосы зимой: погода, одежда и что успеть»."
винодельни мендосы веснои погода одежда и что успеть,blog:wine-весной,/blog/wine-весной,src/data/blog-content-plan.ts,blog:wine-летом,/blog/wine-летом,src/data/blog-content-plan.ts,title_dice_bigrams,0.894,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Винодельни Мендосы весной: погода, одежда и что успеть» / «Винодельни Мендосы летом: погода, одежда и что успеть»."
винодельни мендосы веснои погода одежда и что успеть,blog:wine-весной,/blog/wine-весной,src/data/blog-content-plan.ts,blog:wine-осенью,/blog/wine-осенью,src/data/blog-content-plan.ts,title_dice_bigrams,0.894,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Винодельни Мендосы весной: погода, одежда и что успеть» / «Винодельни Мендосы осенью: погода, одежда и что успеть»."
винодельни мендосы за 3 дня готовыи маршрут по дням,blog:wine-за-3-дня,/blog/wine-за-3-дня,src/data/blog-content-plan.ts,blog:wine-за-5-дней,/blog/wine-за-5-дней,src/data/blog-content-plan.ts,title_dice_bigrams,0.923,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Винодельни Мендосы за 3 дня: готовый маршрут по дням» / «Винодельни Мендосы за 5 дней: готовый маршрут по дням».
винодельни мендосы зимои погода одежда и что успеть,blog:wine-зимой,/blog/wine-зимой,src/data/blog-content-plan.ts,blog:wine-летом,/blog/wine-летом,src/data/blog-content-plan.ts,title_dice_bigrams,0.894,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Винодельни Мендосы зимой: погода, одежда и что успеть» / «Винодельни Мендосы летом: погода, одежда и что успеть»."
винодельни мендосы зимои погода одежда и что успеть,blog:wine-зимой,/blog/wine-зимой,src/data/blog-content-plan.ts,blog:wine-осенью,/blog/wine-осенью,src/data/blog-content-plan.ts,title_dice_bigrams,0.894,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Винодельни Мендосы зимой: погода, одежда и что успеть» / «Винодельни Мендосы осенью: погода, одежда и что успеть»."
винодельни мендосы летом погода одежда и что успеть,blog:wine-летом,/blog/wine-летом,src/data/blog-content-plan.ts,blog:wine-осенью,/blog/wine-осенью,src/data/blog-content-plan.ts,title_dice_bigrams,0.905,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Винодельни Мендосы летом: погода, одежда и что успеть» / «Винодельни Мендосы осенью: погода, одежда и что успеть»."
