"source_id","entry_id","url","source_title","source_url","source_type","authority","url_status","checked_at","language","note","official","status","owner","evidence"
"lago-del-desierto:source:1","lago-del-desierto","/baza-znaniy/lago-del-desierto","Visit Argentina — Lago del Desierto","https://www.argentina.travel/actividades/lago-del-desierto","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"lago-mascardi:source:1","lago-mascardi","/baza-znaniy/lago-mascardi","Visit Argentina — Lago Mascardi","https://www.argentina.travel/actividades/lago-mascardi","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"lago-posadas:source:1","lago-posadas","/baza-znaniy/lago-posadas","Visit Argentina — Lago Posadas","https://www.argentina.travel/actividades/lago-posadas","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"lagos-de-tierra-del-fuego:source:1","lagos-de-tierra-del-fuego","/baza-znaniy/lagos-de-tierra-del-fuego","Visit Argentina — Lagos de Tierra del Fuego","https://www.argentina.travel/actividades/lagos-de-tierra-del-fuego","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"laguna-de-mar-chiquita:source:1","laguna-de-mar-chiquita","/baza-znaniy/laguna-de-mar-chiquita","Visit Argentina — Laguna de Mar Chiquita","https://www.argentina.travel/actividades/laguna-de-mar-chiquita","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"laguna-esmeralda:source:1","laguna-esmeralda","/baza-znaniy/laguna-esmeralda","Visit Argentina — Laguna Esmeralda","https://www.argentina.travel/actividades/laguna-esmeralda","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"laguna-melincue:source:1","laguna-melincue","/baza-znaniy/laguna-melincue","Visit Argentina — Laguna Melincué","https://www.argentina.travel/actividades/laguna-melincue","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"lanin:source:1","lanin","/baza-znaniy/lanin","APN — Ficha del área protegida, Parque Nacional Lanín","https://www.argentina.gob.ar/parquesnacionales/regionpatagonia/parque-nacional-lanin/ficha-del-area-protegida","official","not_recorded","not_recorded","not_recorded","es","площадь, год основания, вулкан, флора и фауна, эмблема (кондор)","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"lanin:source:2","lanin","/baza-znaniy/lanin","APN — Tarifas, Parque Nacional Lanín","https://www.argentina.gob.ar/parquesnacionales/regionpatagonia/parque-nacional-lanin/tarifas","official","not_recorded","not_recorded","not_recorded","es","тарифы с 01.06.2026, обновлено 17.06.2026","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"lanin:source:3","lanin","/baza-znaniy/lanin","Портал онлайн-продажи билетов APN","https://ventaweb.apn.gob.ar/","official","not_recorded","not_recorded","not_recorded","es","not_recorded","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"lanin-sever-araukarii-i-termy:source:1","lanin-sever-araukarii-i-termy","/baza-znaniy/lanin-sever-araukarii-i-termy","Национальный-парк-Ланин.md — раздел «Советы местного гида»","","aggregator","not_recorded","not_recorded","not_recorded","ru","извлечено из готового лонгрида проекта","no_or_not_recorded","review_required","Content editor","content/knowledge-base/_index/content.json"
"visit-argentina-snow","las-lenas","/baza-znaniy/las-lenas","Visit Argentina — guía para viajar a la nieve","https://www.argentina.travel/pt/novidades/o-que-levar-para-uma-viagem-a-neve-na-argentina-guia-pratico-para-turistas","official","primary","verified","2026-07-20","pt","not_recorded","yes","verified","Content editor","content/knowledge-base/_index/content.json"
"las-lenas-official","las-lenas","/baza-znaniy/las-lenas","Las Leñas — sitio oficial","https://www.laslenas.com/","official","primary","verified","2026-07-20","es","not_recorded","yes","verified","Content editor","content/knowledge-base/_index/content.json"
"legado-jesuita-en-cordoba:source:1","legado-jesuita-en-cordoba","/baza-znaniy/legado-jesuita-en-cordoba","Visit Argentina — Legado jesuita en Córdoba","https://www.argentina.travel/actividades/legado-jesuita-en-cordoba","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"lgbt-travel:source:1","lgbt-travel","/baza-znaniy/lgbt-travel","Wikipedia — LGBTQ rights in Argentina","https://en.wikipedia.org/wiki/LGBTQ_rights_in_Argentina","aggregator","not_recorded","not_recorded","not_recorded","en","проверено 2026-07-03: брак с 2010, закон о гендерной идентичности 2012, откаты 2024-2025, БА как «гей-столица» региона","no_or_not_recorded","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"lgbt-travel:source:2","lgbt-travel","/baza-znaniy/lgbt-travel","Outright International / ILGA — Argentina LGBTQ обзор и Decreto 62/2025","https://outrightinternational.org/our-work/americas/argentina","en_source","not_recorded","not_recorded","not_recorded","en","проверено 2026-07-03: политические откаты при текущем правительстве, судебное оспаривание","no_or_not_recorded","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"lihue-calel:source:1","lihue-calel","/baza-znaniy/lihue-calel","APN — Parque Nacional Lihué Calel (официальная страница)","https://www.argentina.gob.ar/parquesnacionales/regionpatagonia/parque-nacional-lihue-calel","official","not_recorded","not_recorded","not_recorded","es","площадь (""más de 32 mil hectáreas""), год создания (1976), описание сьеррас и петроглифов, свободный вход","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"lihue-calel:source:2","lihue-calel","/baza-znaniy/lihue-calel","Wikipedia (ES) — Parque nacional Lihué Calel","https://es.wikipedia.org/wiki/Parque_nacional_Lihu%C3%A9_Calel","aggregator","not_recorded","not_recorded","not_recorded","es","детальная история создания (декрет 609/1976, донация провинции, расширение до 32 514 га к 2003), топонимика долины в честь касика Мануэля Намункура, geología, флора/фауна","no_or_not_recorded","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"lihue-calel:source:3","lihue-calel","/baza-znaniy/lihue-calel","La Gazeta Federal / Pincén Viajes — исторические материалы о касике Пинсене","http://www.lagazeta.com.ar/pincen.htm","es_source","not_recorded","not_recorded","not_recorded","es","биография касика Винсенте Пинсена, контекст Кампанья-дель-Дезьерто 1878-79","no_or_not_recorded","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"lihue-calel:source:4","lihue-calel","/baza-znaniy/lihue-calel","Administración de Parques Nacionales — Parque Nacional Lihué Calel","https://www.argentina.gob.ar/parquesnacionales/regionpatagonia/parque-nacional-lihue-calel","official","not_recorded","not_recorded","not_recorded","es","официальное описание, площадь, доступ и природоохранный контекст","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"litoral:source:1","litoral","/baza-znaniy/litoral","Visit Argentina (INPROTUR)","https://www.argentina.travel/","official","not_recorded","not_recorded","not_recorded","es","not_recorded","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"litoral:source:2","litoral","/baza-znaniy/litoral","Administración de Parques Nacionales — Parque Nacional Iguazú","https://www.argentina.gob.ar/parquesnacionales/nea/parque-nacional-iguazu","official","not_recorded","not_recorded","not_recorded","es","not_recorded","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"litoral:source:3","litoral","/baza-znaniy/litoral","Administración de Parques Nacionales — actividades в Parque Nacional Iberá","https://www.argentina.gob.ar/parquesnacionales/nea/parque-nacional-ibera/actividades","official","not_recorded","not_recorded","not_recorded","es","not_recorded","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"litoral:source:4","litoral","/baza-znaniy/litoral","Administración de Parques Nacionales — доступ к Parque Nacional Iberá","https://www.argentina.gob.ar/parquesnacionales/nea/parque-nacional-ibera/horarios-como-llegar","official","not_recorded","not_recorded","not_recorded","es","not_recorded","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"los-alerces:source:1","los-alerces","/baza-znaniy/los-alerces","APN — Ficha del área protegida, Parque Nacional Los Alerces","https://www.argentina.gob.ar/parquesnacionales/regionpatagonia/parque-nacional-los-alerces/ficha-del-area-protegida","official","not_recorded","not_recorded","not_recorded","es","площадь, год основания, статус ЮНЕСКО, эмблема (пуду), параметры «Эль-Абуэло»","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"los-alerces:source:2","los-alerces","/baza-znaniy/los-alerces","APN — Tarifas, Parque Nacional Los Alerces","https://www.argentina.gob.ar/parquesnacionales/regionpatagonia/parque-nacional-los-alerces/tarifas","official","not_recorded","not_recorded","not_recorded","es","тарифы с 01.06.2026 и правила взимания платы, обновлено 17.06.2026","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"los-alerces:source:3","los-alerces","/baza-znaniy/los-alerces","UNESCO — Los Alerces National Park","https://whc.unesco.org/en/list/1526","official","not_recorded","not_recorded","not_recorded","en","not_recorded","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"los-alerces:source:4","los-alerces","/baza-znaniy/los-alerces","Портал онлайн-продажи билетов APN","https://ventaweb.apn.gob.ar/","official","not_recorded","not_recorded","not_recorded","es","not_recorded","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"los-antiguos:source:1","los-antiguos","/baza-znaniy/los-antiguos","Visit Argentina — Los Antiguos","https://www.argentina.travel/actividades/los-antiguos","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"los-cardones:source:1","los-cardones","/baza-znaniy/los-cardones","APN — Ficha del área protegida, Parque Nacional Los Cardones","https://www.argentina.gob.ar/parquesnacionales/region-noroeste/parque-nacional-los-cardones/ficha-del-area-protegida","official","not_recorded","not_recorded","not_recorded","es","площадь, год основания, флора и фауна","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"los-cardones:source:2","los-cardones","/baza-znaniy/los-cardones","APN/SIB — Biodiversidad, Parque Nacional Los Cardones","https://www.argentina.gob.ar/parquesnacionales/region-noroeste/parque-nacional-los-cardones/biodiversidad","official","not_recorded","not_recorded","not_recorded","es","not_recorded","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"los-gigantes:source:1","los-gigantes","/baza-znaniy/los-gigantes","Visit Argentina — Los Gigantes","https://www.argentina.travel/actividades/los-gigantes","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"los-glasiares:source:1","los-glasiares","/baza-znaniy/los-glasiares","Visit Argentina — Parque Nacional Los Glaciares","https://www.argentina.travel/actividades/parque-nacional-los-glaciares","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"los-glasiares-ritm-dvuh-baz:source:1","los-glasiares-ritm-dvuh-baz","/baza-znaniy/los-glasiares-ritm-dvuh-baz","APN — Parque Nacional Los Glaciares: actividades","https://www.argentina.gob.ar/parquesnacionales/patagonia-austral/parque-nacional-los-glaciares/actividades","official","not_recorded","not_recorded","not_recorded","es","две туристические базы, расстояние, тропы и способы посещения Перито-Морено","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"los-glasiares-ritm-dvuh-baz:source:2","los-glasiares-ritm-dvuh-baz","/baza-znaniy/los-glasiares-ritm-dvuh-baz","APN — recomendaciones para visitar Los Glaciares","https://www.argentina.gob.ar/parquesnacionales/patagonia-austral/recomendaciones-para-visitar-el-parque-nacional-los-glaciares","official","not_recorded","not_recorded","not_recorded","es","погода, экипировка, регистрация и сезонные ограничения","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"los-valles-calchaquies:source:1","los-valles-calchaquies","/baza-znaniy/los-valles-calchaquies","Visit Argentina — Los Valles Calchaquíes","https://www.argentina.travel/actividades/los-valles-calchaquies","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"lujan:source:1","lujan","/baza-znaniy/lujan","Visit Argentina (INPROTUR)","https://www.argentina.travel/","official","not_recorded","not_recorded","not_recorded","es","not_recorded","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"maimara:source:1","maimara","/baza-znaniy/maimara","Visit Argentina — Maimará","https://www.argentina.travel/actividades/maimara","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"malargue:source:1","malargue","/baza-znaniy/malargue","Visit Argentina — Malargüe","https://www.argentina.travel/actividades/malargue","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"visit-argentina-mar-de-las-pampas","mar-de-las-pampas","/baza-znaniy/mar-de-las-pampas","Visit Argentina — Mar de las Pampas","https://www.argentina.travel/novedades/ocho-pueblos-argentinos-postulados-entre-los-mejores-destinos-turisticos-rurales-del-mundo","official","primary","verified","2026-07-20","es","not_recorded","yes","verified","Content editor","content/knowledge-base/_index/content.json"
"visit-argentina-atlantic-coast","mar-de-las-pampas","/baza-znaniy/mar-de-las-pampas","Visit Argentina — Costa Atlántica Bonaerense","https://www.argentina.travel/actividades/costa-atlantica-bonaerense","official","primary","verified","2026-07-20","es","not_recorded","yes","verified","Content editor","content/knowledge-base/_index/content.json"
"mar-del-plata:source:1","mar-del-plata","/baza-znaniy/mar-del-plata","Tonkosti.ru — отдых в Мар-дель-Плате: как добраться, где жить, пляжи и цены","https://tonkosti.ru/%D0%9C%D0%B0%D1%80-%D0%B4%D0%B5%D0%BB%D1%8C-%D0%9F%D0%BB%D0%B0%D1%82%D0%B0","ru_blog","not_recorded","not_recorded","not_recorded","ru","логистика, пляжи, цены, практическая информация","no_or_not_recorded","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"mar-del-plata:source:2","mar-del-plata","/baza-znaniy/mar-del-plata","Rubueno — Мар-дель-Плата: главный «пляжный» город Аргентины","https://www.rubueno.ru/news/mar-del-plata","ru_blog","not_recorded","not_recorded","not_recorded","ru","общая характеристика курорта, сезонность","no_or_not_recorded","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"mar-del-plata:source:3","mar-del-plata","/baza-znaniy/mar-del-plata","Bairestours — пляжи Аргентины: 7 лучших мест для отдыха","http://bairestours.ru/plyazhi-argentiny-7-luchshih-mest-dlya-otdyha/","ru_blog","not_recorded","not_recorded","not_recorded","ru","место Мар-дель-Платы среди пляжных направлений страны","no_or_not_recorded","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"mar-del-plata:source:4","mar-del-plata","/baza-znaniy/mar-del-plata","Wikipedia (ru) — Мар-дель-Плата","https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80-%D0%B4%D0%B5%D0%BB%D1%8C-%D0%9F%D0%BB%D0%B0%D1%82%D0%B0","aggregator","not_recorded","not_recorded","not_recorded","ru","население, история основания (1874), архитектурный комплекс казино","no_or_not_recorded","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"mar-del-plata:source:5","mar-del-plata","/baza-znaniy/mar-del-plata","Bookaway/Rome2Rio — маршруты Буэнос-Айрес — Мар-дель-Плата","https://www.rome2rio.com/s/Buenos-Aires/Mar-del-Plata","aggregator","not_recorded","not_recorded","not_recorded","en","варианты транспорта, ориентировочное время в пути","no_or_not_recorded","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"mate:source:1","mate","/baza-znaniy/mate","Argentina.gob.ar — El mate","https://www.argentina.gob.ar/pais/mate","official","not_recorded","not_recorded","not_recorded","es","история, роль совместного питья и статус национального настоя","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"mate:source:2","mate","/baza-znaniy/mate","INYM — Claves para preparar un buen mate","https://inym.org.ar/noticias/yerba-mate-argentina/78425-claves-para-preparar-un-buen-mate.html","official","not_recorded","not_recorded","not_recorded","es","температура воды, порядок заваривания и положение бомбильи","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"mate:source:3","mate","/baza-znaniy/mate","Argentina.gob.ar — Ley 26.871","https://www.argentina.gob.ar/normativa/nacional/ley-26871-218040/texto","official","not_recorded","not_recorded","not_recorded","es","официальный статус мате как infusión nacional","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"mate-en-la-laguna-capri:source:1","mate-en-la-laguna-capri","/baza-znaniy/mate-en-la-laguna-capri","Visit Argentina — Mate en la laguna Capri","https://www.argentina.travel/actividades/mate-en-la-laguna-capri","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"mate-etiket-spasibo-lovushka:source:1","mate-etiket-spasibo-lovushka","/baza-znaniy/mate-etiket-spasibo-lovushka","Культура-Кухня-Аргентины.md — раздел «Частые ошибки»","","aggregator","not_recorded","not_recorded","not_recorded","ru","извлечено из готового лонгрида проекта","no_or_not_recorded","review_required","Content editor","content/knowledge-base/_index/content.json"
"argentina-decree-366-2025-health","medicina-i-strahovka","/baza-znaniy/medicina-i-strahovka","Boletín Oficial — Decreto 366/2025","https://www.boletinoficial.gob.ar/detalleAviso/primera/326096/1","official","primary","verified","2026-08-21","es","Статьи 3, 4 и 9: неотложная помощь, условия обычного лечения, права постоянных резидентов, precaria и декларация страховки при въезде.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"argentina-emergency-numbers","medicina-i-strahovka","/baza-znaniy/medicina-i-strahovka","Argentina.gob.ar — экстренные номера","https://www.argentina.gob.ar/tema/emergencias","official","primary","verified","2026-08-21","es","Национальный номер 911, пожарная служба 100 и территориальные ограничения медицинского номера 107.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"anmat-prescription-rules-2025","medicina-i-strahovka","/baza-znaniy/medicina-i-strahovka","Ministerio de Salud — Resolución 2214/2025","https://www.argentina.gob.ar/normativa/nacional/415349/texto","official","primary","verified","2026-08-21","es","Официальные категории отпуска лекарств и правила электронных рецептов.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"buenos-aires-health-security","medicina-i-strahovka","/baza-znaniy/medicina-i-strahovka","Buenos Aires Turismo — Health & Security","https://turismo.buenosaires.gob.ar/es/visit/salud-seguridad-en","official","primary","verified","2026-08-21","en","Контакты медицинской помощи и туристической полиции в CABA; сведения относятся к городской юрисдикции.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"mendoza:source:1","mendoza","/baza-znaniy/mendoza","Visit Argentina — Valle de Uco","https://www.argentina.travel/actividades/valle-de-uco","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"mendoza-best-of-wine-tourism:source:1","mendoza-best-of-wine-tourism","/baza-znaniy/mendoza-best-of-wine-tourism","Visit Argentina — Mendoza, Best of wine tourism","https://www.argentina.travel/actividades/mendoza-best-of-wine-tourism","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"mendoza-odna-zona-v-den:source:1","mendoza-odna-zona-v-den","/baza-znaniy/mendoza-odna-zona-v-den","Города-Мендоса-винный-гид.md — разделы «Практические советы» и «Частые ошибки»","","aggregator","not_recorded","not_recorded","not_recorded","ru","извлечено из готового лонгрида проекта","no_or_not_recorded","review_required","Content editor","content/knowledge-base/_index/content.json"
"argentina-cultural-orientation-guide","mentalitet-i-etiket","/baza-znaniy/mentalitet-i-etiket","Guía informativa y de orientación cultural para personas migrantes","https://www.argentina.gob.ar/sites/default/files/guia_informativa_y_de_orientacion_cultural_0.pdf","official","primary","verified","2026-07-17","es","Официальное описание формального и неформального приветствия, личных границ и взаимного уважения.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"argentina-digital-content-voseo","mentalitet-i-etiket","/baza-znaniy/mentalitet-i-etiket","Argentina.gob.ar — Voz y tono","https://www.argentina.gob.ar/contenidosdigitales/comunicar/voz","official","primary","verified","2026-07-17","es","Подтверждает нормативное использование vos в современной аргентинской коммуникации.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"argentina-mate-cultural-practice","mentalitet-i-etiket","/baza-znaniy/mentalitet-i-etiket","Secretaría de Cultura — Mate","https://www.argentina.gob.ar/cultura/manifestaciones-del-patrimonio-cultural-inmaterial/entre-rios/mate","official","primary","verified","2026-07-17","es","Описывает мате как распространённую социальную практику, в том числе передачу напитка по кругу.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"buenos-aires-mate-etiquette","mentalitet-i-etiket","/baza-znaniy/mentalitet-i-etiket","Buenos Aires Turismo — 7 cosas que aprenderás a amar","https://turismo.buenosaires.gob.ar/es/article/7-cosas-que-aprender%C3%A1s-amar-de-buenos-aires","official","primary","verified","2026-07-17","es","Городской туристический портал поясняет роли в круге мате и значение gracias как отказа от следующей порции.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"argentina-asado-cultural-practice","mentalitet-i-etiket","/baza-znaniy/mentalitet-i-etiket","Turismo Argentina — Asado","https://www.argentina.gob.ar/jefatura/turismo/viaja-por-argentina/asado","official","primary","verified","2026-07-17","es","Описывает асадо как устойчивую традицию совместных встреч с семьёй и друзьями.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"buenos-aires-meeting-tourism-guide","mentalitet-i-etiket","/baza-znaniy/mentalitet-i-etiket","Buenos Aires Turismo — Guía de Turismo de Reuniones","https://turismo.buenosaires.gob.ar/sites/turismo/files/guia_turismo_de_reuniones_0915_es.pdf","official","primary","verified","2026-07-20","es","Официальный городской справочник указывает обычай оставлять около 10% в кафе и ресторанах.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"merlo:source:1","merlo","/baza-znaniy/merlo","Visit Argentina (INPROTUR)","https://www.argentina.travel/","official","not_recorded","not_recorded","not_recorded","es","not_recorded","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"mezhgorodnie-avtobusy:source:1","mezhgorodnie-avtobusy","/baza-znaniy/mezhgorodnie-avtobusy","Omnilíneas — Comfort categories for buses in Argentina","https://www.omnilineas.com/argentina/tips/categories/","aggregator","not_recorded","not_recorded","not_recorded","en","классы común/semi-cama/cama/suite, углы наклона кресел","no_or_not_recorded","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"mezhgorodnie-avtobusy:source:2","mezhgorodnie-avtobusy","/baza-znaniy/mezhgorodnie-avtobusy","Plataforma10 — покупка билетов на автобусы","https://www.plataforma10.com.ar/","official","not_recorded","not_recorded","not_recorded","es","агрегатор компаний и маршрутов, онлайн-покупка","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"mezhgorodnie-avtobusy:source:3","mezhgorodnie-avtobusy","/baza-znaniy/mezhgorodnie-avtobusy","Secrets of Buenos Aires — Long-distance bus travel","https://secretsofbuenosaires.com/long-distance-bus-travel-from-buenos-aires/","aggregator","not_recorded","not_recorded","not_recorded","en","терминал Ретиро, компании, практика поездок","no_or_not_recorded","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"smn-climate-atlas-1991-2020","mify-ob-argentine","/baza-znaniy/mify-ob-argentine","Национальная метеорологическая служба — климатический атлас Аргентины 1991–2020","https://repositorio.smn.gob.ar/handle/20.500.12160/2986","official","primary","verified","2026-07-20","es","not_recorded","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"indec-consumer-prices","mify-ob-argentine","/baza-znaniy/mify-ob-argentine","INDEC — индекс потребительских цен","https://www.indec.gob.ar/indec","official","primary","verified","2026-07-20","es","Официальные публикации по динамике потребительских цен; не универсальный бюджет путешественника.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"argentina-tango-culture","mify-ob-argentine","/baza-znaniy/mify-ob-argentine","Argentina.gob.ar — культура танго","https://www.argentina.gob.ar/viaja-por-argentina/que-hacer/vivir-la-cultura-del-tango","official","primary","verified","2026-07-20","es","not_recorded","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"anmat-vegan-label","mify-ob-argentine","/baza-znaniy/mify-ob-argentine","ANMAT — официальная маркировка веганских продуктов","https://www.argentina.gob.ar/anmat/regulados/alimentos/atributo-vegano","official","primary","verified","2026-07-20","es","not_recorded","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"buenos-aires-tourist-safety","mify-ob-argentine","/baza-znaniy/mify-ob-argentine","Туристический портал Буэнос-Айреса — безопасность и здоровье","https://turismo.buenosaires.gob.ar/es/visit/salud-seguridad-en","official","primary","verified","2026-07-20","es","not_recorded","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"argentina-russia-visa-waiver","mify-ob-argentine","/baza-znaniy/mify-ob-argentine","МИД Аргентины — соглашение с Россией об отмене виз","https://www.cancilleria.gob.ar/es/actualidad/comunicados/argentina-rusia-hoy-entra-en-vigencia-la-supresion-de-visas","official","primary","verified","2026-07-20","es","not_recorded","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"minitrekking-sobre-el-glaciar-perito-moreno:source:1","minitrekking-sobre-el-glaciar-perito-moreno","/baza-znaniy/minitrekking-sobre-el-glaciar-perito-moreno","Visit Argentina — Minitrekking sobre el Glaciar Perito Moreno","https://www.argentina.travel/actividades/minitrekking-sobre-el-glaciar-perito-moreno","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"miraflores:source:1","miraflores","/baza-znaniy/miraflores","Visit Argentina — Miraflores","https://www.argentina.travel/actividades/miraflores","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"molino-forclaz:source:1","molino-forclaz","/baza-znaniy/molino-forclaz","Visit Argentina — Molino Forclaz","https://www.argentina.travel/actividades/molino-forclaz","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"montanismo-en-jujuy:source:1","montanismo-en-jujuy","/baza-znaniy/montanismo-en-jujuy","Visit Argentina — Montañismo en Jujuy","https://www.argentina.travel/actividades/montanismo-en-jujuy","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
