id,route_pattern,kind,methods,access,indexing,locale_behavior,source_file,implementation_status,automated_test_evidence,notes
API-138,/api/excursions/[slug]/price,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/excursions/[slug]/price/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-139,/api/excursions/[slug],API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/excursions/[slug]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-140,/api/excursions/[slug]/schedule,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/excursions/[slug]/schedule/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-141,/api/excursions,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/excursions/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-142,/api/excursions/search-index,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/excursions/search-index/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-143,/api/experts/[slug]/inquiry,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/experts/[slug]/inquiry/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-144,/api/experts/[slug],API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/experts/[slug]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-145,/api/experts/apply,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/experts/apply/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-146,/api/experts,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/experts/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-147,/api/favorites,API,GET|POST|DELETE,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/favorites/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-148,/api/feature-flags,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/feature-flags/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-149,/api/flights/prices,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/flights/prices/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-150,/api/forum/categories/[slug]/threads,API,GET|POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/forum/categories/[slug]/threads/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-151,/api/forum/categories,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/forum/categories/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-152,/api/forum/posts/[postId]/report,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/forum/posts/[postId]/report/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-153,/api/forum/threads/[threadId]/posts,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/forum/threads/[threadId]/posts/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-154,/api/forum/threads/[threadId],API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/forum/threads/[threadId]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-155,/api/group-trips/[id]/join,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/group-trips/[id]/join/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-156,/api/group-trips/[id]/leave,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/group-trips/[id]/leave/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-157,/api/group-trips,API,GET|POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/group-trips/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-158,/api/health,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/health/route.ts,implemented_handler,direct/prefix refs:smoke.spec.ts,authorization inferred from namespace; exact policy remains handler-specific
API-159,/api/interactions,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/interactions/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-160,/api/map/layers,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/map/layers/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-161,/api/map/objects,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/map/objects/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-162,/api/newsletter,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/newsletter/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-163,/api/notifications/preferences,API,GET|PATCH,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/notifications/preferences/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-164,/api/notifications/push/subscribe,API,POST|DELETE,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/notifications/push/subscribe/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-165,/api/notifications,API,GET|PATCH,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/notifications/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-166,/api/notifications/unsubscribe,API,GET|POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/notifications/unsubscribe/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-167,/api/organizer-applications,API,POST,authenticated_organizer,not_applicable,unprefixed API expected,src/app/api/organizer-applications/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-168,/api/organizer/analytics,API,GET,authenticated_organizer,not_applicable,unprefixed API expected,src/app/api/organizer/analytics/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-169,/api/organizer/api-keys/[id],API,DELETE,authenticated_organizer,not_applicable,unprefixed API expected,src/app/api/organizer/api-keys/[id]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-170,/api/organizer/api-keys,API,GET|POST,authenticated_organizer,not_applicable,unprefixed API expected,src/app/api/organizer/api-keys/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-171,/api/organizer/articles/[id],API,GET|PATCH,authenticated_organizer,not_applicable,unprefixed API expected,src/app/api/organizer/articles/[id]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-172,/api/organizer/articles/[id]/submit,API,POST,authenticated_organizer,not_applicable,unprefixed API expected,src/app/api/organizer/articles/[id]/submit/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-173,/api/organizer/articles,API,GET|POST,authenticated_organizer,not_applicable,unprefixed API expected,src/app/api/organizer/articles/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-174,/api/organizer/bookings/[id]/commission,API,GET,authenticated_organizer,not_applicable,unprefixed API expected,src/app/api/organizer/bookings/[id]/commission/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-175,/api/organizer/bookings/[id]/trip-prep-summary,API,GET,authenticated_organizer,not_applicable,unprefixed API expected,src/app/api/organizer/bookings/[id]/trip-prep-summary/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-176,/api/organizer/bookings,API,GET,authenticated_organizer,not_applicable,unprefixed API expected,src/app/api/organizer/bookings/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-177,/api/organizer/finance/statement,API,GET,authenticated_organizer,not_applicable,unprefixed API expected,src/app/api/organizer/finance/statement/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-178,/api/organizer/finance/summary,API,GET,authenticated_organizer,not_applicable,unprefixed API expected,src/app/api/organizer/finance/summary/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-179,/api/organizer/group-trips/[id],API,PATCH,authenticated_organizer,not_applicable,unprefixed API expected,src/app/api/organizer/group-trips/[id]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-180,/api/organizer/inbox,API,GET|PATCH,authenticated_organizer,not_applicable,unprefixed API expected,src/app/api/organizer/inbox/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-181,/api/organizer/payments/refund-request,API,POST,authenticated_organizer,not_applicable,unprefixed API expected,src/app/api/organizer/payments/refund-request/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-182,/api/organizer/reviews/[id],API,PATCH,authenticated_organizer,not_applicable,unprefixed API expected,src/app/api/organizer/reviews/[id]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-183,/api/organizer/reviews,API,GET,authenticated_organizer,not_applicable,unprefixed API expected,src/app/api/organizer/reviews/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-184,/api/organizer/tours/[id]/availability,API,GET|PUT,authenticated_organizer,not_applicable,unprefixed API expected,src/app/api/organizer/tours/[id]/availability/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-185,/api/organizer/tours/[id]/draft,API,GET|PATCH,authenticated_organizer,not_applicable,unprefixed API expected,src/app/api/organizer/tours/[id]/draft/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-186,/api/organizer/tours/sync,API,POST,authenticated_organizer,not_applicable,unprefixed API expected,src/app/api/organizer/tours/sync/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-187,/api/organizer/webhooks/[id],API,PATCH|DELETE,authenticated_organizer,not_applicable,unprefixed API expected,src/app/api/organizer/webhooks/[id]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-188,/api/organizer/webhooks/[id]/test,API,POST,authenticated_organizer,not_applicable,unprefixed API expected,src/app/api/organizer/webhooks/[id]/test/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-189,/api/organizer/webhooks,API,GET|POST,authenticated_organizer,not_applicable,unprefixed API expected,src/app/api/organizer/webhooks/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-190,/api/partner-tours/[slug]/price,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/partner-tours/[slug]/price/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-191,/api/partner-tours/[slug]/schedule,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/partner-tours/[slug]/schedule/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-192,/api/payments/sandbox-mode,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/payments/sandbox-mode/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-193,/api/places/ai/itinerary-suggest,API,POST|GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/places/ai/itinerary-suggest/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-194,/api/places,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/places/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-195,/api/podbor/narrative,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/podbor/narrative/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-196,/api/privacy/delete-request,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/privacy/delete-request/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-197,/api/privacy/export,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/privacy/export/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-198,/api/quick-explore,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/quick-explore/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-199,/api/recommendations,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/recommendations/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-200,/api/reviews/[id]/report,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/reviews/[id]/report/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-201,/api/reviews/[id],API,PATCH,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/reviews/[id]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-202,/api/reviews/eligibility,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/reviews/eligibility/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-203,/api/reviews,API,GET|POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/reviews/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-204,/api/saved-articles,API,GET|POST|DELETE,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/saved-articles/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-205,/api/search,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/search/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-206,/api/shop/orders/[id],API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/shop/orders/[id]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-207,/api/shop/orders,API,POST|GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/shop/orders/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-208,/api/site/globals,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/site/globals/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-209,/api/site/legal,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/site/legal/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-210,/api/site/search-index,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/site/search-index/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-211,/api/social-feed,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/social-feed/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-212,/api/tours/[slug]/availability,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/tours/[slug]/availability/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-213,/api/tours/[slug],API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/tours/[slug]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-214,/api/tours/[slug]/waitlist,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/tours/[slug]/waitlist/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-215,/api/tours,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/tours/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-216,/api/transfers/autocomplete,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/transfers/autocomplete/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-217,/api/transfers/search,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/transfers/search/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-218,/api/travelpayouts/links,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/travelpayouts/links/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-219,/api/trip-prep/progress,API,PATCH,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/trip-prep/progress/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-220,/api/trip-prep,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/trip-prep/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-221,/api/tripster/booking-request,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/tripster/booking-request/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-222,/api/v1/excursions,API,GET|OPTIONS,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/v1/excursions/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-223,/api/v1/tours/[slug],API,GET|OPTIONS,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/v1/tours/[slug]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-224,/api/v1/tours,API,GET|OPTIONS,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/v1/tours/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-225,/api/webhooks/payments/mercadopago,API,POST,signed_external_webhook,not_applicable,unprefixed API expected,src/app/api/webhooks/payments/mercadopago/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-226,/api/webhooks/payments/stripe,API,POST,signed_external_webhook,not_applicable,unprefixed API expected,src/app/api/webhooks/payments/stripe/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-227,/api/webhooks/youtravel/booking,API,POST,signed_external_webhook,not_applicable,unprefixed API expected,src/app/api/webhooks/youtravel/booking/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-228,/api/youtravel/booking-request/[id]/refresh,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/youtravel/booking-request/[id]/refresh/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-229,/api/youtravel/booking-request,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/youtravel/booking-request/route.ts,implemented_handler,direct/prefix refs:youtravel-booking.spec.ts,authorization inferred from namespace; exact policy remains handler-specific
API-230,/api/youtravel/tours/[slug]/offers,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/youtravel/tours/[slug]/offers/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-231,/auth/callback,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/auth/callback/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-232,/auth/confirm,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/auth/confirm/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-233,/blog/feed.xml,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/blog/feed.xml/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-234,/robots.txt,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/robots.txt/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
META-001,/sitemap.xml,metadata route,GET,public,indexable_discovery,not locale-prefixed,src/app/sitemap.ts,dynamic_generated_route,no direct E2E reference,entries aggregate navigation and CMS or repository entity slugs
VIRTUAL-001,/en/*,locale rewrite,GET,mirrors_underlying_route,mirrors_underlying_route,en prefix stripped by middleware and locale cookie set,src/middleware.ts,implemented_rewrite,direct refs:ssr-i18n-chrome.spec.ts,not a separate app route tree
VIRTUAL-002,/es/*,locale rewrite,GET,mirrors_underlying_route,mirrors_underlying_route,es prefix stripped by middleware and locale cookie set,src/middleware.ts,implemented_rewrite,direct refs:ssr-i18n-chrome.spec.ts,not a separate app route tree
LEGACY-001,/map,legacy redirect,GET,public,redirect,query fields mapped to canonical route,next.config.ts|src/app/map/page.tsx,permanent_301,direct refs:smoke.spec.ts|ux-audit.spec.ts,target /mapa-argentina
LEGACY-002,/blog/blue-dollar-argentina-2025,legacy redirect,GET,public,redirect,locale prefix handled before underlying route,next.config.ts,permanent_301,no direct E2E reference,target /blog/blue-dollar-argentina-2026
LEGACY-003,/blog/argentina-tourist-visa-2025,legacy redirect,GET,public,redirect,locale prefix handled before underlying route,next.config.ts,permanent_301,no direct E2E reference,target /blog/argentina-tourist-visa-2026
LEGACY-DB,/<url_redirects.from_path>,database redirect,GET,public,redirect,locale prefix stripped before lookup,src/lib/redirects/url-redirect-server.ts|src/middleware.ts,database_managed,no complete E2E enumeration,database contents were not queried in this source-and-test audit
