family,path,slug,entityType,currentSource,overrides,canonicalOwner,indexable,action,notes
immigration,/immigration/vozmozhnosti,vozmozhnosti,immigration_topic,file,no,src/data/immigration-* (content pages),no,KEEP,from IMMIGRATION_TOPIC_ORDER
immigration,/immigration/poleznye-ssylki,poleznye-ssylki,immigration_topic,file,no,src/data/immigration-* (content pages),no,KEEP,from IMMIGRATION_TOPIC_ORDER
immigration,/immigration/vizy-dlya-turistov,vizy-dlya-turistov,immigration_page,file,no,src/data/immigration-content.ts,no,KEEP,from IMMIGRATION_PAGES
immigration,/immigration/obzor-vnzh,obzor-vnzh,immigration_page,file,no,src/data/immigration-content.ts,no,KEEP,from IMMIGRATION_PAGES
immigration,/immigration/dokumenty-dlya-vyezda,dokumenty-dlya-vyezda,immigration_page,file,no,src/data/immigration-content.ts,no,KEEP,from IMMIGRATION_PAGES
immigration,/immigration/prodlenie-turisticheskogo-vizita,prodlenie-turisticheskogo-vizita,immigration_page,file,no,src/data/immigration-content.ts,no,KEEP,from IMMIGRATION_PAGES
guides,/guide,,guide_hub,hybrid,no,Guide editor (CMS guide resolver + src/data),yes,KEEP,Tier-1 hub
guides,/guide/ob-argentine,ob-argentine,guide_pillar,file,no,src/data/guide-about-argentina.ts,yes,KEEP,GUIDE_ABOUT_ARGENTINA_PATH
guides,/guide/kak-dobratsya,kak-dobratsya,guide_topic,hybrid,no,Guide editor / CMS guide resolver,yes,KEEP,from GUIDE_TOPICS
guides,/guide/gde-zhit,gde-zhit,guide_topic,hybrid,no,Guide editor / CMS guide resolver,yes,KEEP,from GUIDE_TOPICS
guides,/guide/transport,transport,guide_topic,hybrid,no,Guide editor / CMS guide resolver,yes,KEEP,from GUIDE_TOPICS
guides,/guide/turistskie-regiony,turistskie-regiony,guide_topic,hybrid,no,Guide editor / CMS guide resolver,yes,KEEP,from GUIDE_TOPICS
guides,/guide/dostoprimechatelnosti,dostoprimechatelnosti,guide_topic,hybrid,no,Guide editor / CMS guide resolver,yes,KEEP,from GUIDE_TOPICS
guides,/guide/pogoda-i-sezonnost,pogoda-i-sezonnost,guide_topic,hybrid,no,Guide editor / CMS guide resolver,yes,KEEP,from GUIDE_TOPICS
guides,/guide/yazyk,yazyk,guide_topic,hybrid,no,Guide editor / CMS guide resolver,yes,KEEP,from GUIDE_TOPICS
guides,/guide/kultura,kultura,guide_topic,hybrid,no,Guide editor / CMS guide resolver,yes,KEEP,from GUIDE_TOPICS
guides,/guide/istoriya,istoriya,guide_topic,hybrid,no,Guide editor / CMS guide resolver,yes,KEEP,from GUIDE_TOPICS
guides,/guide/kukhnya,kukhnya,guide_topic,hybrid,no,Guide editor / CMS guide resolver,yes,KEEP,from GUIDE_TOPICS
guides,/guide/svyaz,svyaz,guide_topic,hybrid,no,Guide editor / CMS guide resolver,yes,KEEP,from GUIDE_TOPICS
guides,/guide/ekonomika-i-dengi,ekonomika-i-dengi,guide_topic,hybrid,no,Guide editor / CMS guide resolver,yes,KEEP,from GUIDE_TOPICS
guides,/guide/shopping,shopping,guide_topic,hybrid,no,Guide editor / CMS guide resolver,yes,KEEP,from GUIDE_TOPICS
guides,/guide/bezopasnost,bezopasnost,guide_topic,hybrid,no,Guide editor / CMS guide resolver,yes,KEEP,from GUIDE_TOPICS
guides,/guide/sezony-i-klimat,sezony-i-klimat,guide_page,file,no,src/data/guide-content.ts,yes,KEEP,from GUIDE_PAGES
guides,/guide/gastronomiya-i-asado,gastronomiya-i-asado,guide_page,file,no,src/data/guide-content.ts,yes,KEEP,from GUIDE_PAGES
guides,/guide/tango-i-kultura-ba,tango-i-kultura-ba,guide_page,file,no,src/data/guide-content.ts,yes,KEEP,from GUIDE_PAGES
guides,/guide/patagoniya-s-chego-nachat,patagoniya-s-chego-nachat,guide_page,file,no,src/data/guide-content.ts,yes,KEEP,from GUIDE_PAGES
guides,/guide/bronirovanie-i-oplata,bronirovanie-i-oplata,guide_page,file,no,src/data/guide-content.ts,yes,KEEP,from GUIDE_PAGES
blog,/blog,,blog_hub,hybrid,no,Blog editor (file catalog ∪ CMS merge),yes,KEEP,Tier-1 hub; see CONTENT_OWNERSHIP_CONTRACT blog precedence
blog,/blog/hub/national-parks,national-parks,blog_hub_page,file,no,src/data/blog-hubs.ts (blogHubPath),yes,KEEP,from BLOG_HUBS
blog,/blog/hub/putevoditel,putevoditel,blog_hub_page,file,no,src/data/blog-hubs.ts (blogHubPath),yes,KEEP,from BLOG_HUBS
blog,/blog/hub/patagonia,patagonia,blog_hub_page,file,no,src/data/blog-hubs.ts (blogHubPath),yes,KEEP,from BLOG_HUBS
blog,/blog/hub/sever-i-salta,sever-i-salta,blog_hub_page,file,no,src/data/blog-hubs.ts (blogHubPath),yes,KEEP,from BLOG_HUBS
blog,/blog/patagonia-советы-новичкам,patagonia-советы-новичкам,blog_post,hybrid,EDITORIAL_OVERRIDES,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/patagonia-за-7-дней,patagonia-за-7-дней,blog_post,hybrid,EDITORIAL_OVERRIDES,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/patagonia-ветер,patagonia-ветер,blog_post,hybrid,EDITORIAL_OVERRIDES,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/patagonia-самостоятельно,patagonia-самостоятельно,blog_post,hybrid,EDITORIAL_OVERRIDES,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/patagonia-зимой,patagonia-зимой,blog_post,hybrid,EDITORIAL_OVERRIDES,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/patagonia-за-14-дней,patagonia-за-14-дней,blog_post,hybrid,EDITORIAL_OVERRIDES,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/buenos-aires-советы-новичкам,buenos-aires-советы-новичкам,blog_post,hybrid,EDITORIAL_OVERRIDES,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/buenos-aires-за-3-дня,buenos-aires-за-3-дня,blog_post,hybrid,EDITORIAL_OVERRIDES,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/buenos-aires-с-гидом,buenos-aires-с-гидом,blog_post,hybrid,EDITORIAL_OVERRIDES,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/buenos-aires-бюджет,buenos-aires-бюджет,blog_post,hybrid,EDITORIAL_OVERRIDES,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/northwest-за-5-дней,northwest-за-5-дней,blog_post,hybrid,EDITORIAL_OVERRIDES,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/northwest-сезон-дождей,northwest-сезон-дождей,blog_post,hybrid,EDITORIAL_OVERRIDES,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/northwest-бюджет,northwest-бюджет,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/northwest-самостоятельно,northwest-самостоятельно,blog_post,hybrid,EDITORIAL_OVERRIDES,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/iguazu-garganta-del-diablo,iguazu-garganta-del-diablo,blog_post,hybrid,legacyManual*,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/iguazu-за-3-дня,iguazu-за-3-дня,blog_post,hybrid,legacyManual*,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/iguazu-советы-новичкам,iguazu-советы-новичкам,blog_post,hybrid,EDITORIAL_OVERRIDES,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/national-park-circuito-chico,national-park-circuito-chico,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/national-park-laguna-de-los-tres,national-park-laguna-de-los-tres,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/national-park-за-7-дней,national-park-за-7-дней,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/trekking-laguna-de-los-tres,trekking-laguna-de-los-tres,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/trekking-mini-trekking,trekking-mini-trekking,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/trekking-чек-лист,trekking-чек-лист,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/trekking-с-гидом,trekking-с-гидом,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/wine-malbec,wine-malbec,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/wine-bodega-tour,wine-bodega-tour,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/wine-за-3-дня,wine-за-3-дня,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/wildlife-whale-watching,wildlife-whale-watching,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/wildlife-penguins,wildlife-penguins,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/wildlife-condors,wildlife-condors,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/wildlife-guanaco,wildlife-guanaco,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/food-asado,food-asado,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/food-empanadas,food-empanadas,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/food-mate,food-mate,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/food-malbec,food-malbec,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/transport-авиабилеты,transport-авиабилеты,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/transport-автобусы,transport-автобусы,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/transport-аренда-авто,transport-аренда-авто,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/transport-поезда,transport-поезда,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/money-наличные,money-наличные,blog_post,hybrid,EDITORIAL_OVERRIDES,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/money-карты,money-карты,blog_post,hybrid,EDITORIAL_OVERRIDES,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/money-страховка,money-страховка,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/safety-чек-лист,safety-чек-лист,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/safety-ошибки,safety-ошибки,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/internet-sim-карта,internet-sim-карта,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/internet-советы-новичкам,internet-советы-новичкам,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/ba-district-palermo,ba-district-palermo,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/ba-district-recoleta,ba-district-recoleta,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/ba-district-san-telmo,ba-district-san-telmo,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/ba-district-puerto-madero,ba-district-puerto-madero,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/itinerary-open-jaw,itinerary-open-jaw,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/itinerary-за-14-дней,itinerary-за-14-дней,blog_post,hybrid,legacyManual*,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/itinerary-бюджет,itinerary-бюджет,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/itinerary-за-10-дней,itinerary-за-10-дней,blog_post,hybrid,legacyManual*,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/relocation-90-дней,relocation-90-дней,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/relocation-visa-free,relocation-visa-free,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/relocation-медстраховка,relocation-медстраховка,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/relocation-продление,relocation-продление,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/relocation-советы-новичкам,relocation-советы-новичкам,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/relocation-бюджет,relocation-бюджет,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/relocation-наличные,relocation-наличные,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/relocation-карты,relocation-карты,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/safety-советы-новичкам,safety-советы-новичкам,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/safety-бюджет,safety-бюджет,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/safety-с-ребёнком,safety-с-ребёнком,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/safety-летом,safety-летом,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/money-бюджет,money-бюджет,blog_post,hybrid,EDITORIAL_OVERRIDES,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/money-советы-новичкам,money-советы-новичкам,blog_post,hybrid,EDITORIAL_OVERRIDES,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/money-90-дней,money-90-дней,blog_post,hybrid,EDITORIAL_OVERRIDES,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/internet-бюджет,internet-бюджет,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/internet-за-3-дня,internet-за-3-дня,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/buenos-aires-летом,buenos-aires-летом,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/buenos-aires-осенью,buenos-aires-осенью,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/buenos-aires-зимой,buenos-aires-зимой,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/buenos-aires-весной,buenos-aires-весной,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/patagonia-летом,patagonia-летом,blog_post,hybrid,EDITORIAL_OVERRIDES,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/patagonia-бюджет,patagonia-бюджет,blog_post,hybrid,EDITORIAL_OVERRIDES,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/patagonia-фото,patagonia-фото,blog_post,hybrid,EDITORIAL_OVERRIDES,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/patagonia-camping,patagonia-camping,blog_post,hybrid,EDITORIAL_OVERRIDES,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/patagonia-осенью,patagonia-осенью,blog_post,hybrid,EDITORIAL_OVERRIDES,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/patagonia-весной,patagonia-весной,blog_post,hybrid,EDITORIAL_OVERRIDES,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/iguazu-бюджет,iguazu-бюджет,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/iguazu-летом,iguazu-летом,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/iguazu-с-ребёнком,iguazu-с-ребёнком,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/iguazu-фото,iguazu-фото,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/iguazu-сезон-дождей,iguazu-сезон-дождей,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/northwest-летом,northwest-летом,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/northwest-весной,northwest-весной,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/northwest-фото,northwest-фото,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/northwest-с-ребёнком,northwest-с-ребёнком,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/northwest-за-7-дней,northwest-за-7-дней,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/national-park-летом,national-park-летом,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/national-park-camping,national-park-camping,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/national-park-фото,national-park-фото,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/national-park-советы-новичкам,national-park-советы-новичкам,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/ba-district-microcentro,ba-district-microcentro,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/itinerary-за-7-дней,itinerary-за-7-дней,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/itinerary-за-5-дней,itinerary-за-5-дней,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/itinerary-летом,itinerary-летом,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/itinerary-с-ребёнком,itinerary-с-ребёнком,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/itinerary-стоповер,itinerary-стоповер,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/itinerary-с-чем-совмещать,itinerary-с-чем-совмещать,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/food-бюджет,food-бюджет,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/food-советы-новичкам,food-советы-новичкам,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/food-с-ребёнком,food-с-ребёнком,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/trekking-бюджет,trekking-бюджет,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/trekking-летом,trekking-летом,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/wine-бюджет,wine-бюджет,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/wine-летом,wine-летом,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/wildlife-летом,wildlife-летом,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/wildlife-фото,wildlife-фото,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/transport-бюджет,transport-бюджет,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/transport-советы-новичкам,transport-советы-новичкам,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,BLOG_PUBLISHED_SLUGS
blog,/blog/all-argentina-national-parks,all-argentina-national-parks,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,file module / legacyManual
blog,/blog/banado-la-estrella,banado-la-estrella,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,file module / legacyManual
blog,/blog/ibera-national-park,ibera-national-park,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,file module / legacyManual
blog,/blog/iguazu-national-park,iguazu-national-park,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,file module / legacyManual
blog,/blog/ischigualasto-valley-of-the-moon,ischigualasto-valley-of-the-moon,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,file module / legacyManual
blog,/blog/lanin-national-park,lanin-national-park,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,file module / legacyManual
blog,/blog/los-alerces-national-park,los-alerces-national-park,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,file module / legacyManual
blog,/blog/los-cardones-national-park,los-cardones-national-park,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,file module / legacyManual
blog,/blog/los-glaciares-national-park,los-glaciares-national-park,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,file module / legacyManual
blog,/blog/nahuel-huapi-national-park,nahuel-huapi-national-park,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,file module / legacyManual
blog,/blog/patagonia-national-park,patagonia-national-park,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,file module / legacyManual
blog,/blog/talampaya-national-park,talampaya-national-park,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,file module / legacyManual
blog,/blog/tierra-del-fuego-national-park,tierra-del-fuego-national-park,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,file module / legacyManual
blog,/blog/valdes-peninsula-national-park,valdes-peninsula-national-park,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,file module / legacyManual
blog,/blog/argentina-10-dnej-3-nedeli,argentina-10-dnej-3-nedeli,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,file module / legacyManual
blog,/blog/argentina-2-nedeli-marshrut,argentina-2-nedeli-marshrut,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,file module / legacyManual
blog,/blog/bankovskij-schet-argentina,bankovskij-schet-argentina,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,file module / legacyManual
blog,/blog/buenos-aires-rajony,buenos-aires-rajony,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,file module / legacyManual
blog,/blog/byudzhet-poezdki-argentina,byudzhet-poezdki-argentina,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,file module / legacyManual
blog,/blog/dni-cuil-argentina,dni-cuil-argentina,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,file module / legacyManual
blog,/blog/grazhdanstvo-argentiny,grazhdanstvo-argentiny,blog_post,hybrid,no,Blog file representation → CMS override when cutover/complete,yes,KEEP,file module / legacyManual
